Voter,Affiliation,Forward (1-1),Forward (1-2),Center (1-1),Guard (1-1),Guard (1-2),Forward (2-1),Forward (2-2),Center (2-1),Guard (2-1),Guard (2-2),Year
Anthony Chiang,Miami Herald,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)","Jackson Jr., Jaren (MEM)","Gilgeous-Alexander, Shai (LAC)","Sexton, Collin (CLE)","Bagley III, Marvin (SAC)","Robinson, Mitchell (NYK)","Shamet, Landry (LAC)","Huerter, Kevin (ATL)",2018
David Cobb,Memphis Commercial Appeal,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)","Bagley III, Marvin (SAC)","Jackson Jr., Jaren (MEM)","Gilgeous-Alexander, Shai (LAC)","Sexton, Collin (CLE)","Knox, Kevin (NYK)","Huerter, Kevin (ATL)","Robinson, Mitchell (NYK)",2018
Sean Deveney,The Sporting News,"Doncic, Luka (DAL)","Young, Trae (ATL)","Bagley III, Marvin (SAC)","Ayton, Deandre (PHX)","Sexton, Collin (CLE)","Trier, Allonzo (NYK)","Jackson Jr., Jaren (MEM)","Gilgeous-Alexander, Shai (LAC)","Brunson, Jalen (DAL)","Huerter, Kevin (ATL)",2018
Amin Elhassan,ESPN,"Young, Trae (ATL)","Doncic, Luka (DAL)","Ayton, Deandre (PHX)","Bagley III, Marvin (SAC)","Jackson Jr., Jaren (MEM)","Gilgeous-Alexander, Shai (LAC)","Robinson, Mitchell (NYK)","Trier, Allonzo (NYK)","Shamet, Landry (LAC)","Bridges, Mikal (PHX)",2018
Paul Flannery,SB Nation,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)","Jackson Jr., Jaren (MEM)","Gilgeous-Alexander, Shai (LAC)","Bagley III, Marvin (SAC)","Shamet, Landry (LAC)","Sexton, Collin (CLE)","Robinson, Mitchell (NYK)","Bridges, Mikal (PHX)",2018
Reid Forgrave,CBSSports.com,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)","Bagley III, Marvin (SAC)","Jackson Jr., Jaren (MEM)","Shamet, Landry (LAC)","Okogie, Josh (MIN)","Brunson, Jalen (DAL)","Robinson, Mitchell (NYK)","Gilgeous-Alexander, Shai (LAC)",2018
Joe Freeman,The Oregonian,"Doncic, Luka (DAL)","Young, Trae (ATL)","Gilgeous-Alexander, Shai (LAC)","Bagley III, Marvin (SAC)","Ayton, Deandre (PHX)","Sexton, Collin (CLE)","Shamet, Landry (LAC)","Jackson Jr., Jaren (MEM)","Huerter, Kevin (ATL)","Robinson, Mitchell (NYK)",2018
Rosalyn Gold-Onwude,Turner Sports,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)","Jackson Jr., Jaren (MEM)","Gilgeous-Alexander, Shai (LAC)","Sexton, Collin (CLE)","Bagley III, Marvin (SAC)","Shamet, Landry (LAC)","Robinson, Mitchell (NYK)","Huerter, Kevin (ATL)",2018
Vince Goodwill,Yahoo! Sports,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)","Sexton, Collin (CLE)","Bagley III, Marvin (SAC)","Jackson Jr., Jaren (MEM)","Knox, Kevin (NYK)","Gilgeous-Alexander, Shai (LAC)","Robinson, Mitchell (NYK)","Bridges, Mikal (PHX)",2018
Michael Grange,Rogers Sportsnet,"Ayton, Deandre (PHX)","Doncic, Luka (DAL)","Gilgeous-Alexander, Shai (LAC)","Young, Trae (ATL)","Bagley III, Marvin (SAC)","Kurucs, Rodions (BKN)","Carter Jr., Wendell (CHI)","Jackson Jr., Jaren (MEM)","Shamet, Landry (LAC)","Robinson, Mitchell (NYK)",2018
Jared Greenberg,Turner Sports,"Doncic, Luka (DAL)","Young, Trae (ATL)","Bagley III, Marvin (SAC)","Jackson Jr., Jaren (MEM)","Ayton, Deandre (PHX)","Sexton, Collin (CLE)","Kurucs, Rodions (BKN)","Gilgeous-Alexander, Shai (LAC)","Shamet, Landry (LAC)","Robinson, Mitchell (NYK)",2018
Will Guillory,The Athletic,"Young, Trae (ATL)","Doncic, Luka (DAL)","Ayton, Deandre (PHX)","Jackson Jr., Jaren (MEM)","Gilgeous-Alexander, Shai (LAC)","Bagley III, Marvin (SAC)","Robinson, Mitchell (NYK)","Sexton, Collin (CLE)","Shamet, Landry (LAC)","Okogie, Josh (MIN)",2018
Kevin Harlan,Turner Sports,"Doncic, Luka (DAL)","Young, Trae (ATL)","Jackson Jr., Jaren (MEM)","Ayton, Deandre (PHX)","Bagley III, Marvin (SAC)","Gilgeous-Alexander, Shai (LAC)","Sexton, Collin (CLE)","Shamet, Landry (LAC)","Knox, Kevin (NYK)","Huerter, Kevin (ATL)",2018
Zach Harper,The Athletic,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)","Bagley III, Marvin (SAC)","Jackson Jr., Jaren (MEM)","Gilgeous-Alexander, Shai (LAC)","Trier, Allonzo (NYK)","Carter Jr., Wendell (CHI)","Sexton, Collin (CLE)","Shamet, Landry (LAC)",2018
Chris Haynes,Yahoo! Sports,"Doncic, Luka (DAL)","Young, Trae (ATL)","Sexton, Collin (CLE)","Bagley III, Marvin (SAC)","Ayton, Deandre (PHX)","Gilgeous-Alexander, Shai (LAC)","Jackson Jr., Jaren (MEM)","Knox, Kevin (NYK)","Trier, Allonzo (NYK)","Huerter, Kevin (ATL)",2018
Kurt Helin,NBCSports.com,"Doncic, Luka (DAL)","Young, Trae (ATL)","Bagley III, Marvin (SAC)","Ayton, Deandre (PHX)","Jackson Jr., Jaren (MEM)","Gilgeous-Alexander, Shai (LAC)","Sexton, Collin (CLE)","Shamet, Landry (LAC)","Huerter, Kevin (ATL)","Robinson, Mitchell (NYK)",2018
Erik Horne,The Oklahoman,"Doncic, Luka (DAL)","Young, Trae (ATL)","Jackson Jr., Jaren (MEM)","Gilgeous-Alexander, Shai (LAC)","Ayton, Deandre (PHX)","Sexton, Collin (CLE)","Bagley III, Marvin (SAC)","Shamet, Landry (LAC)","Robinson, Mitchell (NYK)","Okogie, Josh (MIN)",2018
Lisa Hsu,Tencent,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)","Jackson Jr., Jaren (MEM)","Gilgeous-Alexander, Shai (LAC)","Bagley III, Marvin (SAC)","Bridges, Mikal (PHX)","Sexton, Collin (CLE)","Robinson, Mitchell (NYK)","Shamet, Landry (LAC)",2018
Cassidy Hubbarth,ESPN,"Young, Trae (ATL)","Doncic, Luka (DAL)","Jackson Jr., Jaren (MEM)","Gilgeous-Alexander, Shai (LAC)","Ayton, Deandre (PHX)","Shamet, Landry (LAC)","Huerter, Kevin (ATL)","Carter Jr., Wendell (CHI)","Bagley III, Marvin (SAC)","Robinson, Mitchell (NYK)",2018
Kelly Iko,The Athletic,"Doncic, Luka (DAL)","Young, Trae (ATL)","Jackson Jr., Jaren (MEM)","Bagley III, Marvin (SAC)","Ayton, Deandre (PHX)","Huerter, Kevin (ATL)","Sexton, Collin (CLE)","Robinson, Mitchell (NYK)","Knox, Kevin (NYK)","Gilgeous-Alexander, Shai (LAC)",2018
Frank Isola,Sirius Radio/The Athletic,"Doncic, Luka (DAL)","Young, Trae (ATL)","Gilgeous-Alexander, Shai (LAC)","Bagley III, Marvin (SAC)","Sexton, Collin (CLE)","Robinson, Mitchell (NYK)","Ayton, Deandre (PHX)","Bridges, Miles (CHA)","Huerter, Kevin (ATL)","Jackson Jr., Jaren (MEM)",2018
Mark Jackson,ESPN,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)","Gilgeous-Alexander, Shai (LAC)","Jackson Jr., Jaren (MEM)","Bagley III, Marvin (SAC)","Okogie, Josh (MIN)","Brunson, Jalen (DAL)","Sexton, Collin (CLE)","Shamet, Landry (LAC)",2018
K.C. Johnson,Chicago Tribune,"Doncic, Luka (DAL)","Young, Trae (ATL)","Sexton, Collin (CLE)","Ayton, Deandre (PHX)","Gilgeous-Alexander, Shai (LAC)","Bagley III, Marvin (SAC)","Jackson Jr., Jaren (MEM)","Shamet, Landry (LAC)","Robinson, Mitchell (NYK)","Brunson, Jalen (DAL)",2018
Mark Jones,ESPN,"Young, Trae (ATL)","Doncic, Luka (DAL)","Sexton, Collin (CLE)","Ayton, Deandre (PHX)","Bagley III, Marvin (SAC)","Jackson Jr., Jaren (MEM)","Gilgeous-Alexander, Shai (LAC)","Knox, Kevin (NYK)","Shamet, Landry (LAC)","Brunson, Jalen (DAL)",2018
Fred Katz,The Athletic,"Doncic, Luka (DAL)","Young, Trae (ATL)","Jackson Jr., Jaren (MEM)","Bagley III, Marvin (SAC)","Gilgeous-Alexander, Shai (LAC)","Ayton, Deandre (PHX)","Sexton, Collin (CLE)","Shamet, Landry (LAC)","Robinson, Mitchell (NYK)","Kurucs, Rodions (BKN)",2018
Marc Kestecher,ESPN,"Doncic, Luka (DAL)","Young, Trae (ATL)","Jackson Jr., Jaren (MEM)","Sexton, Collin (CLE)","Ayton, Deandre (PHX)","Gilgeous-Alexander, Shai (LAC)","Huerter, Kevin (ATL)","Bagley III, Marvin (SAC)","Shamet, Landry (LAC)","Okogie, Josh (MIN)",2018
Nira Khurana,Perform,"Doncic, Luka (DAL)","Young, Trae (ATL)","Bagley III, Marvin (SAC)","Gilgeous-Alexander, Shai (LAC)","Ayton, Deandre (PHX)","Sexton, Collin (CLE)","Shamet, Landry (LAC)","Jackson Jr., Jaren (MEM)","Bridges, Mikal (PHX)","Robinson, Mitchell (NYK)",2018
Kennegh Lau,BesTV,"Doncic, Luka (DAL)","Young, Trae (ATL)","Bagley III, Marvin (SAC)","Bridges, Miles (CHA)","Jackson Jr., Jaren (MEM)","Brunson, Jalen (DAL)","Ayton, Deandre (PHX)","Giles III, Harry (SAC)","Gilgeous-Alexander, Shai (LAC)","Okogie, Josh (MIN)",2018
Kristen Ledlow,Turner Sports,"Doncic, Luka (DAL)","Young, Trae (ATL)","Bagley III, Marvin (SAC)","Jackson Jr., Jaren (MEM)","Ayton, Deandre (PHX)","Sexton, Collin (CLE)","Bridges, Mikal (PHX)","Robinson, Mitchell (NYK)","Shamet, Landry (LAC)","Gilgeous-Alexander, Shai (LAC)",2018
Brian Lewis,New York Post,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)","Robinson, Mitchell (NYK)","Jackson Jr., Jaren (MEM)","Bagley III, Marvin (SAC)","Bridges, Mikal (PHX)","Gilgeous-Alexander, Shai (LAC)","Shamet, Landry (LAC)","Sexton, Collin (CLE)",2018
Massimo Pegna,La Gazzetta dello Sport,"Doncic, Luka (DAL)","Young, Trae (ATL)","Sexton, Collin (CLE)","Ayton, Deandre (PHX)","Gilgeous-Alexander, Shai (LAC)","Bagley III, Marvin (SAC)","Jackson Jr., Jaren (MEM)","Shamet, Landry (LAC)","Kurucs, Rodions (BKN)","Trier, Allonzo (NYK)",2018
Zach Lowe,ESPN,"Ayton, Deandre (PHX)","Doncic, Luka (DAL)","Young, Trae (ATL)","Gilgeous-Alexander, Shai (LAC)","Jackson Jr., Jaren (MEM)","Robinson, Mitchell (NYK)","Shamet, Landry (LAC)","Sexton, Collin (CLE)","Bagley III, Marvin (SAC)","Bridges, Mikal (PHX)",2018
Tim MacMahon,ESPN,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)","Jackson Jr., Jaren (MEM)","Bagley III, Marvin (SAC)","Sexton, Collin (CLE)","Robinson, Mitchell (NYK)","Gilgeous-Alexander, Shai (LAC)","Shamet, Landry (LAC)","Huerter, Kevin (ATL)",2018
Jackie MacMullan,ESPN,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)","Bagley III, Marvin (SAC)","Jackson Jr., Jaren (MEM)","Gilgeous-Alexander, Shai (LAC)","Sexton, Collin (CLE)","Shamet, Landry (LAC)","Robinson, Mitchell (NYK)","Huerter, Kevin (ATL)",2018
Brian Mahoney,Associated Press,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)","Jackson Jr., Jaren (MEM)","Bagley III, Marvin (SAC)","Sexton, Collin (CLE)","Gilgeous-Alexander, Shai (LAC)","Shamet, Landry (LAC)","Robinson, Mitchell (NYK)","Okogie, Josh (MIN)",2018
Rob Mahoney,Sports Illustrated,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)","Jackson Jr., Jaren (MEM)","Gilgeous-Alexander, Shai (LAC)","Bagley III, Marvin (SAC)","Robinson, Mitchell (NYK)","Sexton, Collin (CLE)","Shamet, Landry (LAC)","Bridges, Mikal (PHX)",2018
Maxime Malet,L'Equipe,"Doncic, Luka (DAL)","Young, Trae (ATL)","Sexton, Collin (CLE)","Bagley III, Marvin (SAC)","Gilgeous-Alexander, Shai (LAC)","Ayton, Deandre (PHX)","Jackson Jr., Jaren (MEM)","Robinson, Mitchell (NYK)","Shamet, Landry (LAC)","Kurucs, Rodions (BKN)",2018
Chris Mannix,Sports Illustrated,"Doncic, Luka (DAL)","Young, Trae (ATL)","Jackson Jr., Jaren (MEM)","Ayton, Deandre (PHX)","Bagley III, Marvin (SAC)","Gilgeous-Alexander, Shai (LAC)","Sexton, Collin (CLE)","Shamet, Landry (LAC)","Huerter, Kevin (ATL)","Robinson, Mitchell (NYK)",2018
Diego Martinez,Reforma,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)","Sexton, Collin (CLE)","Bagley III, Marvin (SAC)","Knox, Kevin (NYK)","Jackson Jr., Jaren (MEM)","Trier, Allonzo (NYK)","Gilgeous-Alexander, Shai (LAC)","Carter Jr., Wendell (CHI)",2018
Jeff McDonald,San Antonio Express-News,"Doncic, Luka (DAL)","Young, Trae (ATL)","Sexton, Collin (CLE)","Bagley III, Marvin (SAC)","Ayton, Deandre (PHX)","Gilgeous-Alexander, Shai (LAC)","Huerter, Kevin (ATL)","Robinson, Mitchell (NYK)","Shamet, Landry (LAC)","Holiday, Aaron (IND)",2018
Dave McMenamin,ESPN,"Ayton, Deandre (PHX)","Young, Trae (ATL)","Doncic, Luka (DAL)","Sexton, Collin (CLE)","Bagley III, Marvin (SAC)","Gilgeous-Alexander, Shai (LAC)","Jackson Jr., Jaren (MEM)","Carter Jr., Wendell (CHI)","Huerter, Kevin (ATL)","Shamet, Landry (LAC)",2018
Reggie Miller,Turner Sports,"Doncic, Luka (DAL)","Young, Trae (ATL)","Jackson Jr., Jaren (MEM)","Ayton, Deandre (PHX)","Bagley III, Marvin (SAC)","Sexton, Collin (CLE)","Knox, Kevin (NYK)","Gilgeous-Alexander, Shai (LAC)","Shamet, Landry (LAC)","Huerter, Kevin (ATL)",2018
Rachel Nichols,ESPN,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)","Gilgeous-Alexander, Shai (LAC)","Sexton, Collin (CLE)","Jackson Jr., Jaren (MEM)","Bagley III, Marvin (SAC)","Shamet, Landry (LAC)","Robinson, Mitchell (NYK)","Bridges, Mikal (PHX)",2018
Kevin O'Connor,The Ringer,"Doncic, Luka (DAL)","Young, Trae (ATL)","Jackson Jr., Jaren (MEM)","Ayton, Deandre (PHX)","Gilgeous-Alexander, Shai (LAC)","Sexton, Collin (CLE)","Bagley III, Marvin (SAC)","Shamet, Landry (LAC)","Robinson, Mitchell (NYK)","Huerter, Kevin (ATL)",2018
Bill Oram,The Athletic,"Doncic, Luka (DAL)","Young, Trae (ATL)","Jackson Jr., Jaren (MEM)","Sexton, Collin (CLE)","Ayton, Deandre (PHX)","Bagley III, Marvin (SAC)","Gilgeous-Alexander, Shai (LAC)","Bridges, Mikal (PHX)","Robinson, Mitchell (NYK)","Shamet, Landry (LAC)",2018
Dave Pasch,ESPN,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)","Bagley III, Marvin (SAC)","Sexton, Collin (CLE)","Brunson, Jalen (DAL)","Huerter, Kevin (ATL)","Jackson Jr., Jaren (MEM)","Gilgeous-Alexander, Shai (LAC)","Knox, Kevin (NYK)",2018
Kevin Pelton,ESPN,"Ayton, Deandre (PHX)","Doncic, Luka (DAL)","Robinson, Mitchell (NYK)","Shamet, Landry (LAC)","Young, Trae (ATL)","Bagley III, Marvin (SAC)","Bridges, Mikal (PHX)","Gilgeous-Alexander, Shai (LAC)","Huerter, Kevin (ATL)","Jackson Jr., Jaren (MEM)",2018
Keith Pompey,Philadelphia Inqurier and Daily News,"Doncic, Luka (DAL)","Young, Trae (ATL)","Sexton, Collin (CLE)","Ayton, Deandre (PHX)","Jackson Jr., Jaren (MEM)","Bagley III, Marvin (SAC)","Shamet, Landry (LAC)","Huerter, Kevin (ATL)","Kurucs, Rodions (BKN)","Robinson, Mitchell (NYK)",2018
Duane Rankin,Arizona Republic,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)","Sexton, Collin (CLE)","Bagley III, Marvin (SAC)","Jackson Jr., Jaren (MEM)","Gilgeous-Alexander, Shai (LAC)","Knox, Kevin (NYK)","Robinson, Mitchell (NYK)","Bridges, Mikal (PHX)",2018
Tim Reynolds,Associated Press,"Gilgeous-Alexander, Shai (LAC)","Doncic, Luka (DAL)","Young, Trae (ATL)","Sexton, Collin (CLE)","Huerter, Kevin (ATL)","Ayton, Deandre (PHX)","Jackson Jr., Jaren (MEM)","Bagley III, Marvin (SAC)","Brown, Bruce (DET)","Okogie, Josh (MIN)",2018
Josh Robbins,The Athletic,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)","Gilgeous-Alexander, Shai (LAC)","Sexton, Collin (CLE)","Bagley III, Marvin (SAC)","Jackson Jr., Jaren (MEM)","Robinson, Mitchell (NYK)","Knox, Kevin (NYK)","Shamet, Landry (LAC)",2018
Jalen Rose,ESPN,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)","Gilgeous-Alexander, Shai (LAC)","Sexton, Collin (CLE)","Shamet, Landry (LAC)","Jackson Jr., Jaren (MEM)","Huerter, Kevin (ATL)","Knox, Kevin (NYK)","Bridges, Miles (CHA)",2018
John Schuhmann,NBA.com,"Ayton, Deandre (PHX)","Bagley III, Marvin (SAC)","Doncic, Luka (DAL)","Jackson Jr., Jaren (MEM)","Young, Trae (ATL)","Gilgeous-Alexander, Shai (LAC)","Huerter, Kevin (ATL)","Robinson, Mitchell (NYK)","Sexton, Collin (CLE)","Shamet, Landry (LAC)",2018
Guillermo Schutz,Televisa,"Doncic, Luka (DAL)","Young, Trae (ATL)","Sexton, Collin (CLE)","Jackson Jr., Jaren (MEM)","Ayton, Deandre (PHX)","Gilgeous-Alexander, Shai (LAC)","Bagley III, Marvin (SAC)","Robinson, Mitchell (NYK)","Bridges, Mikal (PHX)","Shamet, Landry (LAC)",2018
Dennis Scott,Turner Sports,"Young, Trae (ATL)","Doncic, Luka (DAL)","Okogie, Josh (MIN)","Jackson Jr., Jaren (MEM)","Ayton, Deandre (PHX)","Bagley III, Marvin (SAC)","Gilgeous-Alexander, Shai (LAC)","Sexton, Collin (CLE)","Robinson, Mitchell (NYK)","Brunson, Jalen (DAL)",2018
Andrew Sharp,Sports Illustrated,"Young, Trae (ATL)","Doncic, Luka (DAL)","Bagley III, Marvin (SAC)","Ayton, Deandre (PHX)","Jackson Jr., Jaren (MEM)","Huerter, Kevin (ATL)","Sexton, Collin (CLE)","Robinson, Mitchell (NYK)","Gilgeous-Alexander, Shai (LAC)","Shamet, Landry (LAC)",2018
Ramona Shelburne,ESPN,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)","Sexton, Collin (CLE)","Jackson Jr., Jaren (MEM)","Gilgeous-Alexander, Shai (LAC)","Bagley III, Marvin (SAC)","Bridges, Mikal (PHX)","Robinson, Mitchell (NYK)","Kurucs, Rodions (BKN)",2018
Bill Simmons,The Ringer,"Ayton, Deandre (PHX)","Doncic, Luka (DAL)","Young, Trae (ATL)","Bagley III, Marvin (SAC)","Jackson Jr., Jaren (MEM)","Robinson, Mitchell (NYK)","Gilgeous-Alexander, Shai (LAC)","Shamet, Landry (LAC)","Sexton, Collin (CLE)","Kurucs, Rodions (BKN)",2018
Mike Singer,Denver Post,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)","Jackson Jr., Jaren (MEM)","Bagley III, Marvin (SAC)","Gilgeous-Alexander, Shai (LAC)","Sexton, Collin (CLE)","Huerter, Kevin (ATL)","Robinson, Mitchell (NYK)","Shamet, Landry (LAC)",2018
Anthony Slater,The Athletic,"Young, Trae (ATL)","Doncic, Luka (DAL)","Ayton, Deandre (PHX)","Jackson Jr., Jaren (MEM)","Gilgeous-Alexander, Shai (LAC)","Bagley III, Marvin (SAC)","Shamet, Landry (LAC)","Sexton, Collin (CLE)","Robinson, Mitchell (NYK)","Huerter, Kevin (ATL)",2018
