Voter,Affiliation,Forward (1-1),Forward (1-2),Center (1-1),Guard (1-1),Guard (1-2),Forward (2-1),Forward (2-2),Center (2-1),Guard (2-1),Guard (2-2),Year
Brian Windhorst,ESPN.com,"Embiid, Joel (Phi.)","Saric, Dario (Phi.)","Brogdon, Malcolm (Mil.)","Hield, Buddy (Sac.)","Hernangomez, Willy (N.Y.)","McGruder, Rodney (Mia.)","Ingram, Brandon (LA-L)","LeVert, Caris (Bkn.)","Brown, Jaylen (Bos.)","Ferrell, Yogi (Dal.)",2016
Calvin Watkins,ESPN.com,"Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Embiid, Joel (Phi.)","Brown, Jaylen (Bos.)","Hield, Buddy (Sac.)","Hernangomez, Willy (N.Y.)","Ingram, Brandon (LA-L)","Murray, Jamal (Den.)","Chriss, Marquese (Pho.)","McGruder, Rodney (Mia.)",2016
Charles Gardner,Milwaukee Journal-Sentinel,"Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Embiid, Joel (Phi.)","Chriss, Marquese (Pho.)","Hield, Buddy (Sac.)","Brown, Jaylen (Bos.)","Ferrell, Yogi (Dal.)","Hernangomez, Willy (N.Y.)","Ingram, Brandon (LA-L)","Murray, Jamal (Den.)",2016
Chris Broussard,Fox Sports,"Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Embiid, Joel (Phi.)","Murray, Jamal (Den.)","Hield, Buddy (Sac.)","Ferrell, Yogi (Dal.)","Hernangomez, Willy (N.Y.)","Ingram, Brandon (LA-L)","Chriss, Marquese (Pho.)","Brown, Jaylen (Bos.)",2016
Chris Webber,Turner,"Brogdon, Malcolm (Mil.)","Chriss, Marquese (Pho.)","Ingram, Brandon (LA-L)","Sabonis, Domantas (OKC.)","Saric, Dario (Phi.)","Embiid, Joel (Phi.)","Brown, Jaylen (Bos.)","Ferrell, Yogi (Dal.)","Labissiere, Skal (Sac.)","Hield, Buddy (Sac.)",2016
David Aldridge,Turner,"Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Embiid, Joel (Phi.)","Brown, Jaylen (Bos.)","Ferrell, Yogi (Dal.)","VanVleet, Fred (Tor.)","Prince, Taurean (Atl.)","Hield, Buddy (Sac.)","Maker, Thon (Mil.)","Labissiere, Skal (Sac.)",2016
Davide Chinellato,LaGazetta Dello Sport,"Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Hield, Buddy (Sac.)","Murray, Jamal (Den.)","Embiid, Joel (Phi.)","Ingram, Brandon (LA-L)","Chriss, Marquese (Pho.)","Ferrell, Yogi (Dal.)","McCaw, Patrick (G.S.)","Brown, Jaylen (Bos.)",2016
Dennis Scott,Turner,"Brogdon, Malcolm (Mil.)","Chriss, Marquese (Pho.)","Brown, Jaylen (Bos.)","Saric, Dario (Phi.)","Murray, Jamal (Den.)","Dunn, Kris (Min.)","Ingram, Brandon (LA-L)","Embiid, Joel (Phi.)","Hield, Buddy (Sac.)","Delaney, Malcolm (Atl.)",2016
Doris Burke,ABC/ESPN,"Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Brown, Jaylen (Bos.)","Murray, Jamal (Den.)","Hernangomez, Willy (N.Y.)","LeVert, Caris (Bkn.)","Ingram, Brandon (LA-L)","Chriss, Marquese (Pho.)","McGruder, Rodney (Mia.)","Ferrell, Yogi (Dal.)",2016
Doug Collins,ABC/ESPN,"Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Embiid, Joel (Phi.)","Ingram, Brandon (LA-L)","Chriss, Marquese (Pho.)","Hield, Buddy (Sac.)","Hernangomez, Willy (N.Y.)","Murray, Jamal (Den.)","Brown, Jaylen (Bos.)","Sabonis, Domantas (OKC.)",2016
Doug Haller,Arizona Republic,"Brogdon, Malcolm (Mil.)","Hield, Buddy (Sac.)","Saric, Dario (Phi.)","Hernangomez, Willy (N.Y.)","Embiid, Joel (Phi.)","Ferrell, Yogi (Dal.)","Murray, Jamal (Den.)","Chriss, Marquese (Pho.)","LeVert, Caris (Bkn.)","Ingram, Brandon (LA-L)",2016
Doug Smith,The Toronto Star,"Saric, Dario (Phi.)","Embiid, Joel (Phi.)","Brogdon, Malcolm (Mil.)","Hield, Buddy (Sac.)","Hernangomez, Willy (N.Y.)","Murray, Jamal (Den.)","Brown, Jaylen (Bos.)","Chriss, Marquese (Pho.)","McGruder, Rodney (Mia.)","LeVert, Caris (Bkn.)",2016
Eddie Sefko,Dallas Morning News,"Brogdon, Malcolm (Mil.)","Embiid, Joel (Phi.)","Ferrell, Yogi (Dal.)","Hield, Buddy (Sac.)","Saric, Dario (Phi.)","Dunn, Kris (Min.)","Murray, Jamal (Den.)","Ingram, Brandon (LA-L)","Chriss, Marquese (Pho.)","Sabonis, Domantas (OKC.)",2016
Erik Horne,The Oklahoman,"Embiid, Joel (Phi.)","Brogdon, Malcolm (Mil.)","Hernangomez, Willy (N.Y.)","Saric, Dario (Phi.)","Hield, Buddy (Sac.)","Murray, Jamal (Den.)","Ferrell, Yogi (Dal.)","Whitehead, Isaiah (Bkn.)","Chriss, Marquese (Pho.)","Brown, Jaylen (Bos.)",2016
Ernie Johnson,Turner,"Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Embiid, Joel (Phi.)","Hield, Buddy (Sac.)","Sabonis, Domantas (OKC.)","Murray, Jamal (Den.)","Chriss, Marquese (Pho.)","Ferrell, Yogi (Dal.)","Hernangomez, Willy (N.Y.)","Ingram, Brandon (LA-L)",2016
Flavio Tranquillo,Sky Italia,"Embiid, Joel (Phi.)","Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Labissiere, Skal (Sac.)","Hernangomez, Willy (N.Y.)","Brown, Jaylen (Bos.)","Ulis, Tyler (Pho.)","Murray, Jamal (Den.)","Ingram, Brandon (LA-L)","LeVert, Caris (Bkn.)",2016
Fran Blinebury,NBA.com,"Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Hernangomez, Willy (N.Y.)","Murray, Jamal (Den.)","Hield, Buddy (Sac.)","Embiid, Joel (Phi.)","Ferrell, Yogi (Dal.)","Chriss, Marquese (Pho.)","Brown, Jaylen (Bos.)","McGruder, Rodney (Mia.)",2016
Frank Isola,Sirius Radio/New York Daily News,"Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Hield, Buddy (Sac.)","Murray, Jamal (Den.)","Brown, Jaylen (Bos.)","Hernangomez, Willy (N.Y.)","Embiid, Joel (Phi.)","Ingram, Brandon (LA-L)","LeVert, Caris (Bkn.)","Chriss, Marquese (Pho.)",2016
Gary Washburn,Boston Globe,"Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Embiid, Joel (Phi.)","Chriss, Marquese (Pho.)","Brown, Jaylen (Bos.)","Ingram, Brandon (LA-L)","Hield, Buddy (Sac.)","Murray, Jamal (Den.)","Hernangomez, Willy (N.Y.)","Ferrell, Yogi (Dal.)",2016
Howard Beck,Bleacher Report,"Saric, Dario (Phi.)","Embiid, Joel (Phi.)","Brogdon, Malcolm (Mil.)","Brown, Jaylen (Bos.)","Hield, Buddy (Sac.)","Ingram, Brandon (LA-L)","McGruder, Rodney (Mia.)","Murray, Jamal (Den.)","Hernangomez, Willy (N.Y.)","LeVert, Caris (Bkn.)",2016
Hubie Brown,ABC/ESPN,"Embiid, Joel (Phi.)","Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Hernangomez, Willy (N.Y.)","Murray, Jamal (Den.)","Brown, Jaylen (Bos.)","Sabonis, Domantas (OKC.)","Hield, Buddy (Sac.)","McGruder, Rodney (Mia.)","LeVert, Caris (Bkn.)",2016
J Falgoust,CSN Washington,"Brogdon, Malcolm (Mil.)","Hield, Buddy (Sac.)","Ferrell, Yogi (Dal.)","McGruder, Rodney (Mia.)","Saric, Dario (Phi.)","Brown, Jaylen (Bos.)","Embiid, Joel (Phi.)","Murray, Jamal (Den.)","Prince, Taurean (Atl.)","Chriss, Marquese (Pho.)",2016
JA Adande,ESPN.com,"Embiid, Joel (Phi.)","Saric, Dario (Phi.)","Brogdon, Malcolm (Mil.)","Chriss, Marquese (Pho.)","Murray, Jamal (Den.)","Hield, Buddy (Sac.)","Ingram, Brandon (LA-L)","Hernangomez, Willy (N.Y.)","Whitehead, Isaiah (Bkn.)","Brown, Jaylen (Bos.)",2016
Jackie MacMullan,ESPN.com,"Embiid, Joel (Phi.)","Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Hernangomez, Willy (N.Y.)","Brown, Jaylen (Bos.)","Hield, Buddy (Sac.)","Chriss, Marquese (Pho.)","McGruder, Rodney (Mia.)","Murray, Jamal (Den.)","Ingram, Brandon (LA-L)",2016
Jacques Monclar,BEIN Sport,"Saric, Dario (Phi.)","Embiid, Joel (Phi.)","Brogdon, Malcolm (Mil.)","Murray, Jamal (Den.)","Hield, Buddy (Sac.)","Hernangomez, Willy (N.Y.)","Sabonis, Domantas (OKC.)","Ingram, Brandon (LA-L)","Chriss, Marquese (Pho.)","Ulis, Tyler (Pho.)",2016
Jalen Rose,ABC/ESPN,"Embiid, Joel (Phi.)","Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Murray, Jamal (Den.)","Sabonis, Domantas (OKC.)","Brown, Jaylen (Bos.)","Hernangomez, Willy (N.Y.)","Ingram, Brandon (LA-L)","Ferrell, Yogi (Dal.)","Hield, Buddy (Sac.)",2016
Jared Greenberg,Turner,"Saric, Dario (Phi.)","Brogdon, Malcolm (Mil.)","Murray, Jamal (Den.)","Brown, Jaylen (Bos.)","McGruder, Rodney (Mia.)","Chriss, Marquese (Pho.)","Hield, Buddy (Sac.)","Hernangomez, Willy (N.Y.)","Harrison, Andrew (Mem.)","Ingram, Brandon (LA-L)",2016
Jason Jones,Sacramento Bee,"Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Brown, Jaylen (Bos.)","Hield, Buddy (Sac.)","Murray, Jamal (Den.)","Ingram, Brandon (LA-L)","Chriss, Marquese (Pho.)","Hernangomez, Willy (N.Y.)","Whitehead, Isaiah (Bkn.)","McGruder, Rodney (Mia.)",2016
Jeff McDonald,San Antonio Express-News,"Brogdon, Malcolm (Mil.)","Embiid, Joel (Phi.)","Saric, Dario (Phi.)","Ingram, Brandon (LA-L)","Murray, Jamal (Den.)","Hernangomez, Willy (N.Y.)","Hield, Buddy (Sac.)","Ferrell, Yogi (Dal.)","Bertans, Davis (S.A.)","Chriss, Marquese (Pho.)",2016
Jeff Zillgitt,USA Today,"Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Hield, Buddy (Sac.)","Murray, Jamal (Den.)","Chriss, Marquese (Pho.)","Ingram, Brandon (LA-L)","Hernangomez, Willy (N.Y.)","LeVert, Caris (Bkn.)","Ferrell, Yogi (Dal.)","Brown, Jaylen (Bos.)",2016
Jerry Zgoda,Minneapolis Star-Tribune,"Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Embiid, Joel (Phi.)","Chriss, Marquese (Pho.)","Hield, Buddy (Sac.)","Murray, Jamal (Den.)","Brown, Jaylen (Bos.)","Ferrell, Yogi (Dal.)","Ingram, Brandon (LA-L)","McGruder, Rodney (Mia.)",2016
Joe Freeman,The Oregonian,"Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Embiid, Joel (Phi.)","Chriss, Marquese (Pho.)","Hield, Buddy (Sac.)","Hernangomez, Willy (N.Y.)","Murray, Jamal (Den.)","Brown, Jaylen (Bos.)","Ferrell, Yogi (Dal.)","Ingram, Brandon (LA-L)",2016
Joe Vardon,Cleveland.com,"Saric, Dario (Phi.)","Brogdon, Malcolm (Mil.)","Embiid, Joel (Phi.)","Chriss, Marquese (Pho.)","Hield, Buddy (Sac.)","Hernangomez, Willy (N.Y.)","Ingram, Brandon (LA-L)","Brown, Jaylen (Bos.)","Murray, Dejounte (S.A.)","Murray, Jamal (Den.)",2016
John Schuhmann,NBA.com,"Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Embiid, Joel (Phi.)","Hernangomez, Willy (N.Y.)","LeVert, Caris (Bkn.)","Ferrell, Yogi (Dal.)","Murray, Jamal (Den.)","Chriss, Marquese (Pho.)","McGruder, Rodney (Mia.)","Hield, Buddy (Sac.)",2016
Jon Barry,ESPN Radio,"Brogdon, Malcolm (Mil.)","Brown, Jaylen (Bos.)","Murray, Jamal (Den.)","Saric, Dario (Phi.)","Hield, Buddy (Sac.)","Chriss, Marquese (Pho.)","Hernangomez, Willy (N.Y.)","Ferrell, Yogi (Dal.)","LeVert, Caris (Bkn.)","Ingram, Brandon (LA-L)",2016
Jon Krawczynski,Associated Press,"Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Embiid, Joel (Phi.)","Hield, Buddy (Sac.)","Brown, Jaylen (Bos.)","Hernangomez, Willy (N.Y.)","Murray, Jamal (Den.)","Chriss, Marquese (Pho.)","Ingram, Brandon (LA-L)","McGruder, Rodney (Mia.)",2016
Justin Termine,Sirius XM,"Embiid, Joel (Phi.)","Saric, Dario (Phi.)","Brogdon, Malcolm (Mil.)","Hernangomez, Willy (N.Y.)","Hield, Buddy (Sac.)","Murray, Jamal (Den.)","Brown, Jaylen (Bos.)","McGruder, Rodney (Mia.)","Chriss, Marquese (Pho.)","Ingram, Brandon (LA-L)",2016
Justin Verrier,ESPN.com,"Embiid, Joel (Phi.)","Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Hernangomez, Willy (N.Y.)","Hield, Buddy (Sac.)","Murray, Jamal (Den.)","LeVert, Caris (Bkn.)","Ferrell, Yogi (Dal.)","McGruder, Rodney (Mia.)","Brown, Jaylen (Bos.)",2016
KC Johnson,Chicago Tribune,"Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Embiid, Joel (Phi.)","Hield, Buddy (Sac.)","Hernangomez, Willy (N.Y.)","Brown, Jaylen (Bos.)","Murray, Jamal (Den.)","McGruder, Rodney (Mia.)","Chriss, Marquese (Pho.)","Ferrell, Yogi (Dal.)",2016
Keith Pompey,Philadelphia Inquirer,"Saric, Dario (Phi.)","Brogdon, Malcolm (Mil.)","Embiid, Joel (Phi.)","Chriss, Marquese (Pho.)","Hield, Buddy (Sac.)","Hernangomez, Willy (N.Y.)","Ferrell, Yogi (Dal.)","Murray, Jamal (Den.)","Brown, Jaylen (Bos.)","McGruder, Rodney (Mia.)",2016
Kevin Arnovitz,ESPN.com,"Embiid, Joel (Phi.)","Brogdon, Malcolm (Mil.)","Hernangomez, Willy (N.Y.)","Saric, Dario (Phi.)","LeVert, Caris (Bkn.)","Murray, Jamal (Den.)","Hield, Buddy (Sac.)","Ferrell, Yogi (Dal.)","Brown, Jaylen (Bos.)","McGruder, Rodney (Mia.)",2016
Kevin Ding,Bleacher Report,"Embiid, Joel (Phi.)","Saric, Dario (Phi.)","Brogdon, Malcolm (Mil.)","Murray, Jamal (Den.)","Hernangomez, Willy (N.Y.)","Hield, Buddy (Sac.)","Chriss, Marquese (Pho.)","Ingram, Brandon (LA-L)","McGruder, Rodney (Mia.)","Brown, Jaylen (Bos.)",2016
Kevin Harlan,Turner,"Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Hield, Buddy (Sac.)","Embiid, Joel (Phi.)","Hernangomez, Willy (N.Y.)","Murray, Jamal (Den.)","Brown, Jaylen (Bos.)","McGruder, Rodney (Mia.)","Ingram, Brandon (LA-L)","LeVert, Caris (Bkn.)",2016
Kevin O'Connor,The Ringer,"Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Hield, Buddy (Sac.)","Embiid, Joel (Phi.)","Brown, Jaylen (Bos.)","McGruder, Rodney (Mia.)","Murray, Jamal (Den.)","Hernangomez, Willy (N.Y.)","LeVert, Caris (Bkn.)","Chriss, Marquese (Pho.)",2016
Kristen Ledlow,Turner,"Brogdon, Malcolm (Mil.)","Embiid, Joel (Phi.)","Saric, Dario (Phi.)","Hield, Buddy (Sac.)","Brown, Jaylen (Bos.)","Murray, Jamal (Den.)","Hernangomez, Willy (N.Y.)","McGruder, Rodney (Mia.)","Ingram, Brandon (LA-L)","Ulis, Tyler (Pho.)",2016
Kurt Helin,NBCSports.com,"Brogdon, Malcolm (Mil.)","Murray, Jamal (Den.)","Saric, Dario (Phi.)","Hernangomez, Willy (N.Y.)","Embiid, Joel (Phi.)","Ferrell, Yogi (Dal.)","Hield, Buddy (Sac.)","Brown, Jaylen (Bos.)","LeVert, Caris (Bkn.)","Chriss, Marquese (Pho.)",2016
Lang Whitaker,NBA.com,"Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Chriss, Marquese (Pho.)","Embiid, Joel (Phi.)","Hield, Buddy (Sac.)","Hernangomez, Willy (N.Y.)","Brown, Jaylen (Bos.)","Ingram, Brandon (LA-L)","Prince, Taurean (Atl.)","McGruder, Rodney (Mia.)",2016
Lee Jenkins,Sports Illustrated,"Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Embiid, Joel (Phi.)","Ferrell, Yogi (Dal.)","Hernangomez, Willy (N.Y.)","Ingram, Brandon (LA-L)","McGruder, Rodney (Mia.)","Chriss, Marquese (Pho.)","LeVert, Caris (Bkn.)","Murray, Jamal (Den.)",2016
Lisa Yang,Tencent,"Brogdon, Malcolm (Mil.)","Hernangomez, Willy (N.Y.)","Embiid, Joel (Phi.)","Saric, Dario (Phi.)","McGruder, Rodney (Mia.)","Brown, Jaylen (Bos.)","Sabonis, Domantas (OKC.)","Murray, Jamal (Den.)","Ferrell, Yogi (Dal.)","McCaw, Patrick (G.S.)",2016
Manny Navaro,Miami Herald,"Brogdon, Malcolm (Mil.)","Embiid, Joel (Phi.)","Saric, Dario (Phi.)","Hield, Buddy (Sac.)","Hernangomez, Willy (N.Y.)","Murray, Jamal (Den.)","Ferrell, Yogi (Dal.)","McGruder, Rodney (Mia.)","Ingram, Brandon (LA-L)","Chriss, Marquese (Pho.)",2016
Marc Berman,New York Post,"Brogdon, Malcolm (Mil.)","Brown, Jaylen (Bos.)","Saric, Dario (Phi.)","Embiid, Joel (Phi.)","Chriss, Marquese (Pho.)","Hernangomez, Willy (N.Y.)","Hield, Buddy (Sac.)","Ferrell, Yogi (Dal.)","McGruder, Rodney (Mia.)","Murray, Jamal (Den.)",2016
Marc Kestecher,ESPN Radio,"Brogdon, Malcolm (Mil.)","Embiid, Joel (Phi.)","Murray, Jamal (Den.)","Saric, Dario (Phi.)","Hernangomez, Willy (N.Y.)","Hield, Buddy (Sac.)","McGruder, Rodney (Mia.)","Brown, Jaylen (Bos.)","Chriss, Marquese (Pho.)","LeVert, Caris (Bkn.)",2016
Marc Spears,The Undefeated,"Embiid, Joel (Phi.)","Saric, Dario (Phi.)","Hield, Buddy (Sac.)","Brogdon, Malcolm (Mil.)","Ingram, Brandon (LA-L)","Murray, Jamal (Den.)","McCaw, Patrick (G.S.)","Chriss, Marquese (Pho.)","Ferrell, Yogi (Dal.)","Labissiere, Skal (Sac.)",2016
Marc Stein,ESPN.com,"Embiid, Joel (Phi.)","Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Hernangomez, Willy (N.Y.)","Hield, Buddy (Sac.)","Brown, Jaylen (Bos.)","Murray, Jamal (Den.)","McGruder, Rodney (Mia.)","Ingram, Brandon (LA-L)","LeVert, Caris (Bkn.)",2016
Marcelo Nogueira,Ole,"Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Embiid, Joel (Phi.)","Hield, Buddy (Sac.)","Hernangomez, Willy (N.Y.)","Bender, Dragan (Pho.)","Abrines, Alex (OKC.)","Sabonis, Domantas (OKC.)","Whitehead, Isaiah (Bkn.)","Ingram, Brandon (LA-L)",2016
Mark Jackson,ABC/ESPN,"Brogdon, Malcolm (Mil.)","Embiid, Joel (Phi.)","Saric, Dario (Phi.)","Murray, Jamal (Den.)","Ingram, Brandon (LA-L)","Harrison, Andrew (Mem.)","Hield, Buddy (Sac.)","Maker, Thon (Mil.)","Ferrell, Yogi (Dal.)","Sabonis, Domantas (OKC.)",2016
Mark Medina,LA Daily News,"Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Embiid, Joel (Phi.)","Hernangomez, Willy (N.Y.)","Hield, Buddy (Sac.)","Ingram, Brandon (LA-L)","Ferrell, Yogi (Dal.)","Brown, Jaylen (Bos.)","Murray, Jamal (Den.)","McGruder, Rodney (Mia.)",2016
Matt Moore,CBSSports.com,"McGruder, Rodney (Mia.)","Embiid, Joel (Phi.)","Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Brown, Jaylen (Bos.)","Murray, Jamal (Den.)","Maker, Thon (Mil.)","Hernangomez, Juan (Den.)","Chriss, Marquese (Pho.)","Bertans, Davis (S.A.)",2016
Matt Winer,Turner,"Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Hernangomez, Willy (N.Y.)","Murray, Jamal (Den.)","Hield, Buddy (Sac.)","Chriss, Marquese (Pho.)","Brown, Jaylen (Bos.)","LeVert, Caris (Bkn.)","Sabonis, Domantas (OKC.)","McCaw, Patrick (G.S.)",2016
Michael Grange,Rogers Sportsnet,"Brogdon, Malcolm (Mil.)","Chriss, Marquese (Pho.)","Hernangomez, Willy (N.Y.)","Saric, Dario (Phi.)","Brown, Jaylen (Bos.)","Bertans, Davis (S.A.)","McGruder, Rodney (Mia.)","Murray, Jamal (Den.)","Hield, Buddy (Sac.)","Ulis, Tyler (Pho.)",2016
Michael Wilbon,ABC/ESPN,"Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Embiid, Joel (Phi.)","Hernangomez, Willy (N.Y.)","Hield, Buddy (Sac.)","Chriss, Marquese (Pho.)","Murray, Jamal (Den.)","Brown, Jaylen (Bos.)","Ferrell, Yogi (Dal.)","McGruder, Rodney (Mia.)",2016
Michelle Beadle,ABC/ESPN,"Brogdon, Malcolm (Mil.)","Embiid, Joel (Phi.)","Saric, Dario (Phi.)","Hernangomez, Willy (N.Y.)","Hield, Buddy (Sac.)","Brown, Jaylen (Bos.)","McGruder, Rodney (Mia.)","Abrines, Alex (OKC.)","Ingram, Brandon (LA-L)","Murray, Jamal (Den.)",2016
Mike Breen,ABC/ESPN,"Saric, Dario (Phi.)","Brogdon, Malcolm (Mil.)","Hield, Buddy (Sac.)","Embiid, Joel (Phi.)","Hernangomez, Willy (N.Y.)","Brown, Jaylen (Bos.)","McGruder, Rodney (Mia.)","Murray, Jamal (Den.)","Chriss, Marquese (Pho.)","Ferrell, Yogi (Dal.)",2016
Nate Taylor,Indianapolis Star,"Brogdon, Malcolm (Mil.)","Brown, Jaylen (Bos.)","Saric, Dario (Phi.)","Ingram, Brandon (LA-L)","Embiid, Joel (Phi.)","McGruder, Rodney (Mia.)","Hield, Buddy (Sac.)","Hernangomez, Willy (N.Y.)","Poeltl, Jakob (Tor.)","Dunn, Kris (Min.)",2016
Nira Khurana,Excelsior,"Saric, Dario (Phi.)","Brown, Jaylen (Bos.)","Hernangomez, Willy (N.Y.)","Brogdon, Malcolm (Mil.)","Hield, Buddy (Sac.)","Ingram, Brandon (LA-L)","Chriss, Marquese (Pho.)","Embiid, Joel (Phi.)","Murray, Jamal (Den.)","McGruder, Rodney (Mia.)",2016
Paul Flannery,SB Nation,"Brogdon, Malcolm (Mil.)","Embiid, Joel (Phi.)","Saric, Dario (Phi.)","Hield, Buddy (Sac.)","Murray, Jamal (Den.)","Brown, Jaylen (Bos.)","McGruder, Rodney (Mia.)","Hernangomez, Willy (N.Y.)","Chriss, Marquese (Pho.)","Ingram, Brandon (LA-L)",2016
Rachel Nichols,ABC/ESPN,"Embiid, Joel (Phi.)","Brogdon, Malcolm (Mil.)","Saric, Dario (Phi.)","Hield, Buddy (Sac.)","Brown, Jaylen (Bos.)","Hernangomez, Willy (N.Y.)","Murray, Jamal (Den.)","McGruder, Rodney (Mia.)","Ferrell, Yogi (Dal.)","Ingram, Brandon (LA-L)",2016
