Voter,Affiliation,Forward (1-1),Forward (1-2),Center (1-1),Guard (1-1),Guard (1-2),Forward (2-1),Forward (2-2),Center (2-1),Guard (2-1),Guard (2-2),Year
Gary Washburn,Boston Globe,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Kuzma, Kyle (LAL)","Smith Jr., Dennis (DAL)","Jackson, Josh (PHX)","Markkanen, Lauri (CHI)","Brooks, Dillon (MEM)","Collins, John (ATL)","Anunoby, OG (TOR)",2017
Gina Mizell,Denver Post,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Kuzma, Kyle (LAL)","Markkanen, Lauri (CHI)","Smith Jr., Dennis (DAL)","Jackson, Josh (PHX)","Ball, Lonzo (LAL)","Bogdanovic, Bogdan (SAC)","Anunoby, OG (TOR)",2017
Greg Anthony,Turner,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Ball, Lonzo (LAL)","Markkanen, Lauri (CHI)","Smith Jr., Dennis (DAL)","Kuzma, Kyle (LAL)","Fox, De'Aaron (SAC)","Collins, John (ATL)","Jackson, Josh (PHX)",2017
Greg Logan,Newsday,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Kuzma, Kyle (LAL)","Markkanen, Lauri (CHI)","Smith Jr., Dennis (DAL)","Ball, Lonzo (LAL)","Allen, Jarrett (BKN)","Collins, John (ATL)","Jackson, Josh (PHX)",2017
Howard Beck,Bleacher Report,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Markkanen, Lauri (CHI)","Kuzma, Kyle (LAL)","Ball, Lonzo (LAL)","Bogdanovic, Bogdan (SAC)","Smith Jr., Dennis (DAL)","Collins, John (ATL)","Allen, Jarrett (BKN)",2017
Jackie MacMullan,ESPN.com,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Kuzma, Kyle (LAL)","Markkanen, Lauri (CHI)","Collins, John (ATL)","Smith Jr., Dennis (DAL)","Bogdanovic, Bogdan (SAC)","Jackson, Josh (PHX)","Ball, Lonzo (LAL)",2017
Jalen Rose,ABC/ESPN,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Kuzma, Kyle (LAL)","Smith Jr., Dennis (DAL)","Ball, Lonzo (LAL)","Markkanen, Lauri (CHI)","Jackson, Josh (PHX)","Fox, De'Aaron (SAC)","Monk, Malik (CHA)",2017
Jared Greenberg,Turner,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Markkanen, Lauri (CHI)","Kuzma, Kyle (LAL)","Smith Jr., Dennis (DAL)","Ball, Lonzo (LAL)","Collins, John (ATL)","Bogdanovic, Bogdan (SAC)","Allen, Jarrett (BKN)",2017
Jason Jones,Sacramento Bee,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Kuzma, Kyle (LAL)","Tatum, Jayson (BOS)","Markkanen, Lauri (CHI)","Bogdanovic, Bogdan (SAC)","Ball, Lonzo (LAL)","Smith Jr., Dennis (DAL)","Fox, De'Aaron (SAC)","Collins, John (ATL)",2017
Jason Lloyd,The Athletic,"Tatum, Jayson (BOS)","Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Kuzma, Kyle (LAL)","Markkanen, Lauri (CHI)","Smith Jr., Dennis (DAL)","Bogdanovic, Bogdan (SAC)","Ball, Lonzo (LAL)","Anunoby, OG (TOR)","Adebayo, Bam (MIA)",2017
Jason Quick,NBC Sports Northwest,"Mitchell, Donovan (UTA)","Simmons, Ben (PHI)","Kuzma, Kyle (LAL)","Markkanen, Lauri (CHI)","Tatum, Jayson (BOS)","Smith Jr., Dennis (DAL)","Brooks, Dillon (MEM)","Ball, Lonzo (LAL)","Collins, John (ATL)","Bogdanovic, Bogdan (SAC)",2017
Jeff McDonald,San Antonio Express‐News,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Kuzma, Kyle (LAL)","Tatum, Jayson (BOS)","Markkanen, Lauri (CHI)","Smith Jr., Dennis (DAL)","Ball, Lonzo (LAL)","Bogdanovic, Bogdan (SAC)","Fox, De'Aaron (SAC)","Allen, Jarrett (BKN)",2017
Jeff Zillgitt,USA Today,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Kuzma, Kyle (LAL)","Markkanen, Lauri (CHI)","Smith Jr., Dennis (DAL)","Ball, Lonzo (LAL)","Bogdanovic, Bogdan (SAC)","Allen, Jarrett (BKN)","Anunoby, OG (TOR)",2017
Jerry Zgoda,Minneapolis Star Tribune,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Markkanen, Lauri (CHI)","Kuzma, Kyle (LAL)","Smith Jr., Dennis (DAL)","Fox, De'Aaron (SAC)","Bogdanovic, Bogdan (SAC)","Collins, John (ATL)","Jackson, Josh (PHX)",2017
Joe Cowley,Chicago Sun‐Times,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Kuzma, Kyle (LAL)","Markkanen, Lauri (CHI)","Smith Jr., Dennis (DAL)","Ball, Lonzo (LAL)","Fox, De'Aaron (SAC)","Allen, Jarrett (BKN)","Collins, John (ATL)",2017
John Schuhmann,NBA.com,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Kuzma, Kyle (LAL)","Collins, John (ATL)","Markkanen, Lauri (CHI)","Bogdanovic, Bogdan (SAC)","Ball, Lonzo (LAL)","Adebayo, Bam (MIA)","Anunoby, OG (TOR)",2017
Jon Barry,ESPN Radio,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Markkanen, Lauri (CHI)","Kuzma, Kyle (LAL)","Smith Jr., Dennis (DAL)","Ball, Lonzo (LAL)","Bogdanovic, Bogdan (SAC)","Collins, Zach (POR)","Jackson, Josh (PHX)",2017
Justin Termine,Sirius Radio,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Kuzma, Kyle (LAL)","Markkanen, Lauri (CHI)","Smith Jr., Dennis (DAL)","Bogdanovic, Bogdan (SAC)","Jackson, Josh (PHX)","Collins, John (ATL)","Adebayo, Bam (MIA)",2017
KC Johnson,Chicago Tribune,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Markkanen, Lauri (CHI)","Kuzma, Kyle (LAL)","Ball, Lonzo (LAL)","Smith Jr., Dennis (DAL)","Bogdanovic, Bogdan (SAC)","Collins, John (ATL)","Jackson, Josh (PHX)",2017
Keith Pompey,Philadelphia Inquirer,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Kuzma, Kyle (LAL)","Smith Jr., Dennis (DAL)","Markkanen, Lauri (CHI)","Jackson, Josh (PHX)","Ball, Lonzo (LAL)","Fox, De'Aaron (SAC)","Collins, John (ATL)",2017
Kevin Arnovitz,ESPN.com,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Collins, John (ATL)","Markkanen, Lauri (CHI)","Anunoby, OG (TOR)","Kuzma, Kyle (LAL)","Bogdanovic, Bogdan (SAC)","O'Neale, Royce (UTA)","Adebayo, Bam (MIA)",2017
Kevin Harlan,Turner,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Smith Jr., Dennis (DAL)","Kuzma, Kyle (LAL)","Markkanen, Lauri (CHI)","Fox, De'Aaron (SAC)","Ball, Lonzo (LAL)","Bell, Jordan (GSW)","Bogdanovic, Bogdan (SAC)",2017
Kevin O'Connor,The Ringer,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Kuzma, Kyle (LAL)","Markkanen, Lauri (CHI)","Bogdanovic, Bogdan (SAC)","Ball, Lonzo (LAL)","Anunoby, OG (TOR)","Jackson, Josh (PHX)","Collins, John (ATL)",2017
Kevin Pelton,ESPN.com,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Ball, Lonzo (LAL)","Anunoby, OG (TOR)","Bogdanovic, Bogdan (SAC)","Collins, John (ATL)","Kuzma, Kyle (LAL)","Markkanen, Lauri (CHI)","O'Neale, Royce (UTA)",2017
Kristen Ledlow,Turner,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Kuzma, Kyle (LAL)","Tatum, Jayson (BOS)","Markkanen, Lauri (CHI)","Smith Jr., Dennis (DAL)","Ball, Lonzo (LAL)","Bogdanovic, Bogdan (SAC)","Collins, John (ATL)","Adebayo, Bam (MIA)",2017
Kurt Helin,NBCSports.com,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Kuzma, Kyle (LAL)","Markkanen, Lauri (CHI)","Bogdanovic, Bogdan (SAC)","Adebayo, Bam (MIA)","Collins, John (ATL)","Ball, Lonzo (LAL)","Anunoby, OG (TOR)",2017
Lee Jenkins,Sports Illustrated,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Kuzma, Kyle (LAL)","Ball, Lonzo (LAL)","Markkanen, Lauri (CHI)","Collins, John (ATL)","Smith Jr., Dennis (DAL)","Anunoby, OG (TOR)","Jackson, Josh (PHX)",2017
Lisa Yang,Tencent,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Markkanen, Lauri (CHI)","Kuzma, Kyle (LAL)","Tatum, Jayson (BOS)","Collins, John (ATL)","Allen, Jarrett (BKN)","Smith Jr., Dennis (DAL)","Fox, De'Aaron (SAC)","Jackson, Josh (PHX)",2017
Manny Navarro,Miami Herald,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Kuzma, Kyle (LAL)","Markkanen, Lauri (CHI)","Adebayo, Bam (MIA)","Collins, John (ATL)","Ball, Lonzo (LAL)","Smith Jr., Dennis (DAL)","Allen, Jarrett (BKN)",2017
Marc Berman,New York Post,"Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Kuzma, Kyle (LAL)","Simmons, Ben (PHI)","Markkanen, Lauri (CHI)","Allen, Jarrett (BKN)","Bogdanovic, Bogdan (SAC)","Collins, John (ATL)","Smith Jr., Dennis (DAL)","Adebayo, Bam (MIA)",2017
Marc Kestecher,ESPN Radio,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Kuzma, Kyle (LAL)","Markkanen, Lauri (CHI)","Smith Jr., Dennis (DAL)","Jackson, Josh (PHX)","Bogdanovic, Bogdan (SAC)","Fox, De'Aaron (SAC)","Brooks, Dillon (MEM)",2017
Mark Jackson,ABC/ESPN,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Kuzma, Kyle (LAL)","Smith Jr., Dennis (DAL)","Ball, Lonzo (LAL)","Markkanen, Lauri (CHI)","Fox, De'Aaron (SAC)","Bogdanovic, Bogdan (SAC)","Jackson, Josh (PHX)",2017
Marv Albert,Turner,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Kuzma, Kyle (LAL)","Markkanen, Lauri (CHI)","Bogdanovic, Bogdan (SAC)","Ball, Lonzo (LAL)","Anunoby, OG (TOR)","Adebayo, Bam (MIA)","Collins, John (ATL)",2017
Matt Velazquez,Milwaukee Journal Sentinel,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Markkanen, Lauri (CHI)","Kuzma, Kyle (LAL)","Ball, Lonzo (LAL)","Smith Jr., Dennis (DAL)","Collins, John (ATL)","Anunoby, OG (TOR)","Jackson, Josh (PHX)",2017
Matt Winer,Turner,"Simmons, Ben (PHI)","Tatum, Jayson (BOS)","Mitchell, Donovan (UTA)","Kuzma, Kyle (LAL)","Ball, Lonzo (LAL)","Markkanen, Lauri (CHI)","Bogdanovic, Bogdan (SAC)","Anunoby, OG (TOR)","Smith Jr., Dennis (DAL)","Collins, John (ATL)",2017
Michael Grange,Rogers Sportsnet,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Kuzma, Kyle (LAL)","Bogdanovic, Bogdan (SAC)","Brooks, Dillon (MEM)","Adebayo, Bam (MIA)","Collins, John (ATL)","Markkanen, Lauri (CHI)","Allen, Jarrett (BKN)",2017
Michael Wilbon,ABC/ESPN,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Kuzma, Kyle (LAL)","Markkanen, Lauri (CHI)","Smith Jr., Dennis (DAL)","Collins, John (ATL)","Bogdanovic, Bogdan (SAC)","Adebayo, Bam (MIA)","Fox, De'Aaron (SAC)",2017
Michelle Beadle,ABC/ESPN,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Bogdanovic, Bogdan (SAC)","Markkanen, Lauri (CHI)","Kuzma, Kyle (LAL)","Smith Jr., Dennis (DAL)","Adebayo, Bam (MIA)","Ball, Lonzo (LAL)","Allen, Jarrett (BKN)",2017
Mike Breen,ABC/ESPN,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Kuzma, Kyle (LAL)","Markkanen, Lauri (CHI)","Smith Jr., Dennis (DAL)","Bogdanovic, Bogdan (SAC)","Collins, John (ATL)","Ball, Lonzo (LAL)","Adebayo, Bam (MIA)",2017
Mike Ganter,Toronto Sun,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Kuzma, Kyle (LAL)","Markkanen, Lauri (CHI)","Smith Jr., Dennis (DAL)","Adebayo, Bam (MIA)","Bell, Jordan (GSW)","Bogdanovic, Bogdan (SAC)","Anunoby, OG (TOR)",2017
Nira Khurana,Excelsior,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Kuzma, Kyle (LAL)","Markkanen, Lauri (CHI)","Smith Jr., Dennis (DAL)","Ball, Lonzo (LAL)","Bogdanovic, Bogdan (SAC)","Collins, John (ATL)","Adebayo, Bam (MIA)",2017
Paul Flannery,SB Nation,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Kuzma, Kyle (LAL)","Markkanen, Lauri (CHI)","Ball, Lonzo (LAL)","Fox, De'Aaron (SAC)","Smith Jr., Dennis (DAL)","Jackson, Josh (PHX)","Collins, John (ATL)",2017
Rachel Nichols,ABC/ESPN,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Kuzma, Kyle (LAL)","Tatum, Jayson (BOS)","Markkanen, Lauri (CHI)","Bogdanovic, Bogdan (SAC)","Ball, Lonzo (LAL)","Smith Jr., Dennis (DAL)","Adebayo, Bam (MIA)","Collins, John (ATL)",2017
Ramona Shelburne,ESPN.com,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Kuzma, Kyle (LAL)","Markkanen, Lauri (CHI)","Adebayo, Bam (MIA)","Anunoby, OG (TOR)","Ball, Lonzo (LAL)","Collins, John (ATL)","Smith Jr., Dennis (DAL)",2017
Reggie Miller,Turner,"Mitchell, Donovan (UTA)","Simmons, Ben (PHI)","Tatum, Jayson (BOS)","Markkanen, Lauri (CHI)","Kuzma, Kyle (LAL)","Collins, John (ATL)","Smith Jr., Dennis (DAL)","Bogdanovic, Bogdan (SAC)","Adebayo, Bam (MIA)","Ball, Lonzo (LAL)",2017
Ric Bucher,Bleacher Report,"Mitchell, Donovan (UTA)","Simmons, Ben (PHI)","Tatum, Jayson (BOS)","Kuzma, Kyle (LAL)","Markkanen, Lauri (CHI)","Smith Jr., Dennis (DAL)","Collins, John (ATL)","Jackson, Josh (PHX)","Bogdanovic, Bogdan (SAC)","Adebayo, Bam (MIA)",2017
Richard Walker,Gaston Gazette,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Kuzma, Kyle (LAL)","Markkanen, Lauri (CHI)","Ball, Lonzo (LAL)","Adebayo, Bam (MIA)","Collins, John (ATL)","Ojeleye, Semi (BOS)","Bell, Jordan (GSW)",2017
Rob Mahoney,Sports Illustrated,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Markkanen, Lauri (CHI)","Collins, John (ATL)","Ball, Lonzo (LAL)","Smith Jr., Dennis (DAL)","Kuzma, Kyle (LAL)","Adebayo, Bam (MIA)","Bogdanovic, Bogdan (SAC)",2017
Rod Beard,Detroit News,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Kuzma, Kyle (LAL)","Markkanen, Lauri (CHI)","Smith Jr., Dennis (DAL)","Bogdanovic, Bogdan (SAC)","Ball, Lonzo (LAL)","Collins, John (ATL)","Jackson, Josh (PHX)",2017
