Voter,Affiliation,1st,2nd,3rd,Year,Award
Antoni Daimiel,Movistar+,"Randle, Julius (NYK)","Porter Jr., Michael (DEN)","Bridges, Mikal (PHX)",2021,MIP
Dan Devine,The Ringer,"Randle, Julius (NYK)","Grant, Jerami (DET)","Anderson, Kyle (MEM)",2021,MIP
Chris Fedor,Cleveland.com,"Randle, Julius (NYK)","Grant, Jerami (DET)","Garland, Darius (CLE)",2021,MIP
Joe Freeman,The Oregonian,"Randle, Julius (NYK)","Porter Jr., Michael (DEN)","Grant, Jerami (DET)",2021,MIP
Vince Goodwill,Yahoo! Sports,"Randle, Julius (NYK)","Porter Jr., Michael (DEN)","Grant, Jerami (DET)",2021,MIP
Kyle Goon,Southern California News Group,"Randle, Julius (NYK)","Porter Jr., Michael (DEN)","Grant, Jerami (DET)",2021,MIP
Michael Grange,Rogers Sportsnet,"Randle, Julius (NYK)","Grant, Jerami (DET)","Wood, Christian (HOU)",2021,MIP
Jared Greenberg,Turner,"Randle, Julius (NYK)","Grant, Jerami (DET)","Brown, Jaylen (BOS)",2021,MIP
Kevin Harlan,Turner,"Randle, Julius (NYK)","Wood, Christian (HOU)","Grant, Jerami (DET)",2021,MIP
Zach Harper,The Athletic,"Randle, Julius (NYK)","Wood, Christian (HOU)","Grant, Jerami (DET)",2021,MIP
Max Haupt,DPA,"Randle, Julius (NYK)","Vucevic, Nikola (CHI)","Grant, Jerami (DET)",2021,MIP
Chris Haynes,Yahoo! Sports,"Grant, Jerami (DET)","Porter Jr., Michael (DEN)","Boucher, Chris (TOR)",2021,MIP
Kurt Helin,NBCSports.com,"Randle, Julius (NYK)","Porter Jr., Michael (DEN)","Grant, Jerami (DET)",2021,MIP
Adam Himmelsbach,Boston Globe,"Randle, Julius (NYK)","Porter Jr., Michael (DEN)","Brown, Jaylen (BOS)",2021,MIP
Lisa Hsu,Tencent,"Randle, Julius (NYK)","Grant, Jerami (DET)","Porter Jr., Michael (DEN)",2021,MIP
Cassidy Hubbarth,ESPN,"Randle, Julius (NYK)","Grant, Jerami (DET)","Porter Jr., Michael (DEN)",2021,MIP
Kelly Iko,The Athletic,"Randle, Julius (NYK)","Wood, Christian (HOU)","Grant, Jerami (DET)",2021,MIP
Frank Isola,Sirius Radio,"Randle, Julius (NYK)","Porter Jr., Michael (DEN)","Bogdanovic, Bojan (UTA)",2021,MIP
Mark Jackson,ESPN,"Randle, Julius (NYK)","Grant, Jerami (DET)","Bridges, Mikal (PHX)",2021,MIP
Ernie Johnson,Turner,"Randle, Julius (NYK)","Porter Jr., Michael (DEN)","Grant, Jerami (DET)",2021,MIP
Jason Jones,The Athletic,"Randle, Julius (NYK)","Grant, Jerami (DET)","Brown, Jaylen (BOS)",2021,MIP
Tony Jones,The Athletic,"Randle, Julius (NYK)","Grant, Jerami (DET)","Porter Jr., Michael (DEN)",2021,MIP
Fred Katz,The Athletic,"Randle, Julius (NYK)","Grant, Jerami (DET)","Rozier, Terry (CHA)",2021,MIP
Marc Kestecher,ESPN,"Randle, Julius (NYK)","Porter Jr., Michael (DEN)","Grant, Jerami (DET)",2021,MIP
Chris Kirschner,The Athletic,"Randle, Julius (NYK)","Grant, Jerami (DET)","Porter Jr., Michael (DEN)",2021,MIP
Scott Kushner,New Orleans Times Picayune,"Randle, Julius (NYK)","Porter Jr., Michael (DEN)","Grant, Jerami (DET)",2021,MIP
Brian Lewis,New York Post,"Randle, Julius (NYK)","Porter Jr., Michael (DEN)","Grant, Jerami (DET)",2021,MIP
Zach Lowe,ESPN,"Randle, Julius (NYK)","Porter Jr., Michael (DEN)","Grant, Jerami (DET)",2021,MIP
Jackie MacMullan,ESPN,"Randle, Julius (NYK)","Porter Jr., Michael (DEN)","Wood, Christian (HOU)",2021,MIP
Brian Mahoney,Associated Press,"Randle, Julius (NYK)","Dort, Luguentz (OKC)","Barrett, RJ (NYK)",2021,MIP
Rob Mahoney,The Ringer,"Randle, Julius (NYK)","Grant, Jerami (DET)","LaVine, Zach (CHI)",2021,MIP
Chris Mannix,Sports Illustrated,"Randle, Julius (NYK)","Porter Jr., Michael (DEN)","Wood, Christian (HOU)",2021,MIP
Diego Martinez,Reforma,"Randle, Julius (NYK)","Grant, Jerami (DET)","Porter Jr., Michael (DEN)",2021,MIP
Jeff McDonald,San Antonio Express-News,"Randle, Julius (NYK)","Wood, Christian (HOU)","Grant, Jerami (DET)",2021,MIP
Dave McMenamin,ESPN,"Randle, Julius (NYK)","Porter Jr., Michael (DEN)","Grant, Jerami (DET)",2021,MIP
Mark Medina,USA Today,"Randle, Julius (NYK)","Porter Jr., Michael (DEN)","Garland, Darius (CLE)",2021,MIP
Yoko Miyaji,Sports Graphic Number,"Randle, Julius (NYK)","Grant, Jerami (DET)","Porter Jr., Michael (DEN)",2021,MIP
Joe Mussatto,The Oklahoman,"Randle, Julius (NYK)","Grant, Jerami (DET)","LaVine, Zach (CHI)",2021,MIP
Rachel Nichols,ESPN,"Randle, Julius (NYK)","Williamson, Zion (NOP)","Porter Jr., Michael (DEN)",2021,MIP
Kevin O'Connor,The Ringer,"Randle, Julius (NYK)","Wood, Christian (HOU)","Porter Jr., Michael (DEN)",2021,MIP
James Owczarski,Milwaukee Journal Sentinel,"Randle, Julius (NYK)","Grant, Jerami (DET)","Wood, Christian (HOU)",2021,MIP
Candace Parker,Turner,"Randle, Julius (NYK)","Grant, Jerami (DET)","Porter Jr., Michael (DEN)",2021,MIP
Roy Parry,Orlando Sentinel,"Randle, Julius (NYK)","Grant, Jerami (DET)","Porter Jr., Michael (DEN)",2021,MIP
Dave Pasch,ESPN,"Randle, Julius (NYK)","Porter Jr., Michael (DEN)","Bridges, Mikal (PHX)",2021,MIP
Kevin Pelton,ESPN,"Randle, Julius (NYK)","Poole, Jordan (GSW)","LaVine, Zach (CHI)",2021,MIP
Keith Pompey,Philadelphia Inquirer and Daily News,"Randle, Julius (NYK)","Grant, Jerami (DET)","Porter Jr., Michael (DEN)",2021,MIP
Shaun Powell,NBA.com,"Randle, Julius (NYK)","Wood, Christian (HOU)","McConnell, T.J. (IND)",2021,MIP
Duane Rankin,Arizona Republic,"Randle, Julius (NYK)","Porter Jr., Michael (DEN)","Bridges, Mikal (PHX)",2021,MIP
Bill Reiter,CBSSports.com,"Randle, Julius (NYK)","Porter Jr., Michael (DEN)","Bridges, Mikal (PHX)",2021,MIP
Tim Reynolds,Associated Press,"Randle, Julius (NYK)","Boucher, Chris (TOR)","Grant, Jerami (DET)",2021,MIP
Melissa Rohlin,Fox Sports,"Randle, Julius (NYK)","Grant, Jerami (DET)","Porter Jr., Michael (DEN)",2021,MIP
Taylor Rooks,Bleacher Report,"Randle, Julius (NYK)","Wood, Christian (HOU)","Grant, Jerami (DET)",2021,MIP
Jalen Rose,ESPN,"Randle, Julius (NYK)","Clarkson, Jordan (UTA)","Bridges, Mikal (PHX)",2021,MIP
Simone Sandri,Gazzetta.it,"Randle, Julius (NYK)","Porter Jr., Michael (DEN)","Wood, Christian (HOU)",2021,MIP
Omari Sankofa,Detroit Free Press,"Randle, Julius (NYK)","Grant, Jerami (DET)","Wood, Christian (HOU)",2021,MIP
John Schuhmann,NBA.com,"Randle, Julius (NYK)","Porter Jr., Michael (DEN)","Bridges, Mikal (PHX)",2021,MIP
Guillermo Schutz,Televisa (TUDN),"Randle, Julius (NYK)","Williamson, Zion (NOP)","Wood, Christian (HOU)",2021,MIP
Dennis Scott,Turner,"Randle, Julius (NYK)","Porter Jr., Michael (DEN)","Bridges, Miles (CHA)",2021,MIP
Ramona Shelburne,ESPN,"Randle, Julius (NYK)","Porter Jr., Michael (DEN)","Grant, Jerami (DET)",2021,MIP
Bill Simmons,The Ringer,"Randle, Julius (NYK)","Porter Jr., Michael (DEN)","Holmes, Richaun (SAC)",2021,MIP
Mike Singer,Denver Post,"Randle, Julius (NYK)","Porter Jr., Michael (DEN)","Grant, Jerami (DET)",2021,MIP
Anthony Slater,The Athletic,"Randle, Julius (NYK)","LaVine, Zach (CHI)","Brown, Jaylen (BOS)",2021,MIP
Doug Smith,The Toronto Star,"Randle, Julius (NYK)","Grant, Jerami (DET)","Porter Jr., Michael (DEN)",2021,MIP
Stephen Smith,ESPN,"Randle, Julius (NYK)","Porter Jr., Michael (DEN)","Grant, Jerami (DET)",2021,MIP
Steve Smith,Turner,"Randle, Julius (NYK)","Grant, Jerami (DET)","Porter Jr., Michael (DEN)",2021,MIP
Seerat Sohi,The Ringer,"Randle, Julius (NYK)","Grant, Jerami (DET)","Wood, Christian (HOU)",2021,MIP
Daisuke Sugiura,Nihon Keizai Shimbun,"Randle, Julius (NYK)","Porter Jr., Michael (DEN)","Grant, Jerami (DET)",2021,MIP
Mirjam Swanson,Southern California News Group,"Randle, Julius (NYK)","Grant, Jerami (DET)","Wood, Christian (HOU)",2021,MIP
Maria Taylor,ESPN,"Randle, Julius (NYK)","Porter Jr., Michael (DEN)","Wiggins, Andrew (GSW)",2021,MIP
Justin Termine,Sirius Radio,"Randle, Julius (NYK)","LaVine, Zach (CHI)","Bridges, Mikal (PHX)",2021,MIP
Brad Townsend,Dallas Morning News,"Randle, Julius (NYK)","Porter Jr., Michael (DEN)","Grant, Jerami (DET)",2021,MIP
Christos Tsaltas,SDNA.gr,"Randle, Julius (NYK)","Grant, Jerami (DET)","LaVine, Zach (CHI)",2021,MIP
Olgun Uluc,ESPN Australia,"Randle, Julius (NYK)","Grant, Jerami (DET)","Wood, Christian (HOU)",2021,MIP
Joe Vardon,The Athletic,"Randle, Julius (NYK)","Porter Jr., Michael (DEN)","Garland, Darius (CLE)",2021,MIP
Gary Washburn,Boston Globe,"Randle, Julius (NYK)","Porter Jr., Michael (DEN)","Brown, Jaylen (BOS)",2021,MIP
Michael Wilbon,ESPN,"Randle, Julius (NYK)","Grant, Jerami (DET)","Porter Jr., Michael (DEN)",2021,MIP
Brian Windhorst,ESPN,"Randle, Julius (NYK)","Porter Jr., Michael (DEN)","Brown, Jaylen (BOS)",2021,MIP
Matt Winer,Turner,"Randle, Julius (NYK)","Boucher, Chris (TOR)","Wood, Christian (HOU)",2021,MIP
Ryan Wolstat,The Toronto Sun,"Randle, Julius (NYK)","Porter Jr., Michael (DEN)","Grant, Jerami (DET)",2021,MIP
Michael Wright,NBA.com,"Randle, Julius (NYK)","Porter Jr., Michael (DEN)","Grant, Jerami (DET)",2021,MIP
Royce Young,ESPN,"Randle, Julius (NYK)","Grant, Jerami (DET)","Ball, Lonzo (NOP)",2021,MIP
Jeff Zillgitt,USA Today,"Randle, Julius (NYK)","LaVine, Zach (CHI)","Porter Jr., Michael (DEN)",2021,MIP
