Voter,Affiliation,Forward (1-1),Forward (1-2),Center (1-1),Guard (1-1),Guard (1-2),Forward (2-1),Forward (2-2),Center (2-1),Guard (2-1),Guard (2-2),Forward (3-1),Forward (3-2),Center (3-1),Guard (3-1),Guard (3-2),Year
Diego Martinez,Reforma,"Antetokounmpo, Giannis (MIL)","Leonard, Kawhi (LAC)","Davis, Anthony (LAL)","James, LeBron (LAL)","Harden, James (HOU)","Butler, Jimmy (MIA)","Middleton, Khris (MIL)","Jokic, Nikola (DEN)","Doncic, Luka (DAL)","Lillard, Damian (POR)","Tatum, Jayson (BOS)","Siakam, Pascal (TOR)","Gobert, Rudy (UTA)","Beal, Bradley (WAS)","Lowry, Kyle (TOR)",2019
Jeff McDonald,San Antonio Express-News,"James, LeBron (LAL)","Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Lillard, Damian (POR)","Harden, James (HOU)","Leonard, Kawhi (LAC)","Siakam, Pascal (TOR)","Jokic, Nikola (DEN)","Doncic, Luka (DAL)","Westbrook, Russell (HOU)","Butler, Jimmy (MIA)","Simmons, Ben (PHI)","Embiid, Joel (PHI)","Lowry, Kyle (TOR)","Paul, Chris (OKC)",2019
Dave McMenamin,ESPN,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Jokic, Nikola (DEN)","James, LeBron (LAL)","Harden, James (HOU)","Leonard, Kawhi (LAC)","Butler, Jimmy (MIA)","Embiid, Joel (PHI)","Paul, Chris (OKC)","Doncic, Luka (DAL)","Tatum, Jayson (BOS)","Siakam, Pascal (TOR)","Gobert, Rudy (UTA)","Lillard, Damian (POR)","Westbrook, Russell (HOU)",2019
Mark Medina,USA Today,"Antetokounmpo, Giannis (MIL)","Doncic, Luka (DAL)","Davis, Anthony (LAL)","James, LeBron (LAL)","Harden, James (HOU)","Leonard, Kawhi (LAC)","Butler, Jimmy (MIA)","Jokic, Nikola (DEN)","Lillard, Damian (POR)","Paul, Chris (OKC)","Siakam, Pascal (TOR)","Middleton, Khris (MIL)","Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Tatum, Jayson (BOS)",2019
Yoko Miyaji,Sports Graphic Number,"Antetokounmpo, Giannis (MIL)","James, LeBron (LAL)","Davis, Anthony (LAL)","Doncic, Luka (DAL)","Harden, James (HOU)","Leonard, Kawhi (LAC)","Siakam, Pascal (TOR)","Jokic, Nikola (DEN)","Paul, Chris (OKC)","Butler, Jimmy (MIA)","Middleton, Khris (MIL)","Tatum, Jayson (BOS)","Gobert, Rudy (UTA)","Lillard, Damian (POR)","Westbrook, Russell (HOU)",2019
Rachel Nichols,ESPN,"Leonard, Kawhi (LAC)","Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Harden, James (HOU)","James, LeBron (LAL)","Butler, Jimmy (MIA)","Doncic, Luka (DAL)","Jokic, Nikola (DEN)","Lillard, Damian (POR)","Paul, Chris (OKC)","Middleton, Khris (MIL)","Siakam, Pascal (TOR)","Gobert, Rudy (UTA)","Westbrook, Russell (HOU)","Tatum, Jayson (BOS)",2019
Kevin O'Connor,The Ringer,"Antetokounmpo, Giannis (MIL)","James, LeBron (LAL)","Davis, Anthony (LAL)","Doncic, Luka (DAL)","Harden, James (HOU)","Leonard, Kawhi (LAC)","Tatum, Jayson (BOS)","Jokic, Nikola (DEN)","Lillard, Damian (POR)","Paul, Chris (OKC)","Simmons, Ben (PHI)","Siakam, Pascal (TOR)","Gobert, Rudy (UTA)","Middleton, Khris (MIL)","Butler, Jimmy (MIA)",2019
Candace Parker,Turner,"James, LeBron (LAL)","Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Doncic, Luka (DAL)","Harden, James (HOU)","Leonard, Kawhi (LAC)","Siakam, Pascal (TOR)","Jokic, Nikola (DEN)","Paul, Chris (OKC)","Lillard, Damian (POR)","Tatum, Jayson (BOS)","Simmons, Ben (PHI)","Gobert, Rudy (UTA)","Middleton, Khris (MIL)","Lowry, Kyle (TOR)",2019
Dave Pasch,ESPN,"Antetokounmpo, Giannis (MIL)","James, LeBron (LAL)","Davis, Anthony (LAL)","Doncic, Luka (DAL)","Harden, James (HOU)","Tatum, Jayson (BOS)","Leonard, Kawhi (LAC)","Jokic, Nikola (DEN)","Lillard, Damian (POR)","Simmons, Ben (PHI)","Adebayo, Bam (MIA)","Siakam, Pascal (TOR)","Lopez, Brook (MIL)","Paul, Chris (OKC)","Mitchell, Donovan (UTA)",2019
Kevin Pelton,ESPN,"Antetokounmpo, Giannis (MIL)","Leonard, Kawhi (LAC)","Gobert, Rudy (UTA)","Harden, James (HOU)","James, LeBron (LAL)","Davis, Anthony (LAL)","Tatum, Jayson (BOS)","Jokic, Nikola (DEN)","Doncic, Luka (DAL)","Lillard, Damian (POR)","Butler, Jimmy (MIA)","Middleton, Khris (MIL)","Adebayo, Bam (MIA)","Paul, Chris (OKC)","Simmons, Ben (PHI)",2019
Keith Pompey,Philadelphia Inquirer and Daily News,"Antetokounmpo, Giannis (MIL)","James, LeBron (LAL)","Jokic, Nikola (DEN)","Lillard, Damian (POR)","Harden, James (HOU)","Davis, Anthony (LAL)","Leonard, Kawhi (LAC)","Embiid, Joel (PHI)","Doncic, Luka (DAL)","Westbrook, Russell (HOU)","Butler, Jimmy (MIA)","Tatum, Jayson (BOS)","Adebayo, Bam (MIA)","Beal, Bradley (WAS)","Young, Trae (ATL)",2019
Shaun Powell,NBA.com,"Antetokounmpo, Giannis (MIL)","James, LeBron (LAL)","Jokic, Nikola (DEN)","Doncic, Luka (DAL)","Harden, James (HOU)","Davis, Anthony (LAL)","Leonard, Kawhi (LAC)","Gobert, Rudy (UTA)","Lillard, Damian (POR)","Simmons, Ben (PHI)","Tatum, Jayson (BOS)","Siakam, Pascal (TOR)","Embiid, Joel (PHI)","Butler, Jimmy (MIA)","Paul, Chris (OKC)",2019
Jason Quick,The Athletic,"Antetokounmpo, Giannis (MIL)","James, LeBron (LAL)","Jokic, Nikola (DEN)","Doncic, Luka (DAL)","Harden, James (HOU)","Davis, Anthony (LAL)","Leonard, Kawhi (LAC)","Gobert, Rudy (UTA)","Beal, Bradley (WAS)","Lillard, Damian (POR)","Tatum, Jayson (BOS)","Siakam, Pascal (TOR)","Adebayo, Bam (MIA)","Westbrook, Russell (HOU)","Young, Trae (ATL)",2019
Duane Rankin,Arizona Republic,"James, LeBron (LAL)","Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Harden, James (HOU)","Doncic, Luka (DAL)","Leonard, Kawhi (LAC)","Butler, Jimmy (MIA)","Jokic, Nikola (DEN)","Mitchell, Donovan (UTA)","Lillard, Damian (POR)","Tatum, Jayson (BOS)","Siakam, Pascal (TOR)","Adebayo, Bam (MIA)","Booker, Devin (PHX)","Paul, Chris (OKC)",2019
Remi Reverchon,BeIN Sport (France),"Antetokounmpo, Giannis (MIL)","James, LeBron (LAL)","Jokic, Nikola (DEN)","Harden, James (HOU)","Doncic, Luka (DAL)","Davis, Anthony (LAL)","Leonard, Kawhi (LAC)","Gobert, Rudy (UTA)","Lillard, Damian (POR)","Butler, Jimmy (MIA)","Tatum, Jayson (BOS)","Siakam, Pascal (TOR)","Adebayo, Bam (MIA)","Beal, Bradley (WAS)","Westbrook, Russell (HOU)",2019
Tim Reynolds,Associated Press,"James, LeBron (LAL)","Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Harden, James (HOU)","Lillard, Damian (POR)","Leonard, Kawhi (LAC)","Doncic, Luka (DAL)","Jokic, Nikola (DEN)","Westbrook, Russell (HOU)","Lowry, Kyle (TOR)","Embiid, Joel (PHI)","Siakam, Pascal (TOR)","Adebayo, Bam (MIA)","Tatum, Jayson (BOS)","Beal, Bradley (WAS)",2019
Josh Robbins,The Athletic,"Antetokounmpo, Giannis (MIL)","Leonard, Kawhi (LAC)","Davis, Anthony (LAL)","James, LeBron (LAL)","Harden, James (HOU)","Doncic, Luka (DAL)","Tatum, Jayson (BOS)","Jokic, Nikola (DEN)","Lillard, Damian (POR)","Butler, Jimmy (MIA)","Siakam, Pascal (TOR)","Middleton, Khris (MIL)","Gobert, Rudy (UTA)","Paul, Chris (OKC)","Beal, Bradley (WAS)",2019
Jalen Rose,ESPN,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Jokic, Nikola (DEN)","Harden, James (HOU)","James, LeBron (LAL)","Leonard, Kawhi (LAC)","Siakam, Pascal (TOR)","Embiid, Joel (PHI)","Butler, Jimmy (MIA)","Doncic, Luka (DAL)","Tatum, Jayson (BOS)","Middleton, Khris (MIL)","Adebayo, Bam (MIA)","Lillard, Damian (POR)","Paul, Chris (OKC)",2019
Simone Sandri,La Gazzetta Dello Sport,"Antetokounmpo, Giannis (MIL)","James, LeBron (LAL)","Davis, Anthony (LAL)","Doncic, Luka (DAL)","Harden, James (HOU)","Siakam, Pascal (TOR)","Leonard, Kawhi (LAC)","Jokic, Nikola (DEN)","Paul, Chris (OKC)","Lillard, Damian (POR)","Tatum, Jayson (BOS)","Butler, Jimmy (MIA)","Gobert, Rudy (UTA)","Mitchell, Donovan (UTA)","Simmons, Ben (PHI)",2019
Chris Sasaki,Rakuten,"Antetokounmpo, Giannis (MIL)","Leonard, Kawhi (LAC)","Davis, Anthony (LAL)","James, LeBron (LAL)","Harden, James (HOU)","Doncic, Luka (DAL)","Middleton, Khris (MIL)","Gobert, Rudy (UTA)","Paul, Chris (OKC)","Lillard, Damian (POR)","Siakam, Pascal (TOR)","Tatum, Jayson (BOS)","Jokic, Nikola (DEN)","Butler, Jimmy (MIA)","Young, Trae (ATL)",2019
John Schuhmann,NBA.com,"Antetokounmpo, Giannis (MIL)","James, LeBron (LAL)","Jokic, Nikola (DEN)","Doncic, Luka (DAL)","Harden, James (HOU)","Leonard, Kawhi (LAC)","Tatum, Jayson (BOS)","Davis, Anthony (LAL)","Lillard, Damian (POR)","Paul, Chris (OKC)","Middleton, Khris (MIL)","Siakam, Pascal (TOR)","Gobert, Rudy (UTA)","Butler, Jimmy (MIA)","Lowry, Kyle (TOR)",2019
Dennis Scott,Turner,"Antetokounmpo, Giannis (MIL)","James, LeBron (LAL)","Embiid, Joel (PHI)","Harden, James (HOU)","Doncic, Luka (DAL)","Leonard, Kawhi (LAC)","Siakam, Pascal (TOR)","Davis, Anthony (LAL)","Walker, Kemba (BOS)","Paul, Chris (OKC)","Tatum, Jayson (BOS)","Middleton, Khris (MIL)","Jokic, Nikola (DEN)","Simmons, Ben (PHI)","Mitchell, Donovan (UTA)",2019
Ramona Shelburne,ESPN,"Leonard, Kawhi (LAC)","Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Harden, James (HOU)","James, LeBron (LAL)","Doncic, Luka (DAL)","Butler, Jimmy (MIA)","Jokic, Nikola (DEN)","Lillard, Damian (POR)","Paul, Chris (OKC)","Tatum, Jayson (BOS)","Siakam, Pascal (TOR)","Embiid, Joel (PHI)","Westbrook, Russell (HOU)","Simmons, Ben (PHI)",2019
Bill Simmons,The Ringer,"Leonard, Kawhi (LAC)","Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Harden, James (HOU)","James, LeBron (LAL)","Tatum, Jayson (BOS)","Doncic, Luka (DAL)","Jokic, Nikola (DEN)","Paul, Chris (OKC)","Lillard, Damian (POR)","Siakam, Pascal (TOR)","Middleton, Khris (MIL)","Adebayo, Bam (MIA)","Butler, Jimmy (MIA)","Simmons, Ben (PHI)",2019
Sekou Smith,NBA.com,"Antetokounmpo, Giannis (MIL)","Leonard, Kawhi (LAC)","Davis, Anthony (LAL)","James, LeBron (LAL)","Doncic, Luka (DAL)","Tatum, Jayson (BOS)","Siakam, Pascal (TOR)","Gobert, Rudy (UTA)","Harden, James (HOU)","Paul, Chris (OKC)","Middleton, Khris (MIL)","Adebayo, Bam (MIA)","Jokic, Nikola (DEN)","Lillard, Damian (POR)","Butler, Jimmy (MIA)",2019
Stephen Smith,ESPN,"Leonard, Kawhi (LAC)","Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Harden, James (HOU)","James, LeBron (LAL)","Butler, Jimmy (MIA)","Siakam, Pascal (TOR)","Jokic, Nikola (DEN)","Lillard, Damian (POR)","Doncic, Luka (DAL)","Tatum, Jayson (BOS)","Middleton, Khris (MIL)","Adebayo, Bam (MIA)","Paul, Chris (OKC)","Westbrook, Russell (HOU)",2019
Steve Smith,Turner,"Antetokounmpo, Giannis (MIL)","James, LeBron (LAL)","Davis, Anthony (LAL)","Harden, James (HOU)","Doncic, Luka (DAL)","Leonard, Kawhi (LAC)","Siakam, Pascal (TOR)","Jokic, Nikola (DEN)","Lillard, Damian (POR)","Beal, Bradley (WAS)","Tatum, Jayson (BOS)","Middleton, Khris (MIL)","Embiid, Joel (PHI)","Simmons, Ben (PHI)","Westbrook, Russell (HOU)",2019
Doug Smith,The Toronto Star,"Leonard, Kawhi (LAC)","Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Harden, James (HOU)","James, LeBron (LAL)","Siakam, Pascal (TOR)","Tatum, Jayson (BOS)","Gobert, Rudy (UTA)","Lowry, Kyle (TOR)","Lillard, Damian (POR)","Doncic, Luka (DAL)","Middleton, Khris (MIL)","Embiid, Joel (PHI)","Butler, Jimmy (MIA)","Paul, Chris (OKC)",2019
Seerat Sohi,Yahoo! Sports,"Antetokounmpo, Giannis (MIL)","James, LeBron (LAL)","Davis, Anthony (LAL)","Doncic, Luka (DAL)","Leonard, Kawhi (LAC)","George, Paul (LAC)","Siakam, Pascal (TOR)","Jokic, Nikola (DEN)","Lillard, Damian (POR)","Simmons, Ben (PHI)","Butler, Jimmy (MIA)","Tatum, Jayson (BOS)","Embiid, Joel (PHI)","Paul, Chris (OKC)","Harden, James (HOU)",2019
Casey Stern,Turner,"Antetokounmpo, Giannis (MIL)","James, LeBron (LAL)","Jokic, Nikola (DEN)","Harden, James (HOU)","Doncic, Luka (DAL)","Davis, Anthony (LAL)","Leonard, Kawhi (LAC)","Embiid, Joel (PHI)","Lillard, Damian (POR)","Paul, Chris (OKC)","Siakam, Pascal (TOR)","Butler, Jimmy (MIA)","Gobert, Rudy (UTA)","Mitchell, Donovan (UTA)","Simmons, Ben (PHI)",2019
Mirjam Swanson,Southern California News Group,"Antetokounmpo, Giannis (MIL)","Leonard, Kawhi (LAC)","Davis, Anthony (LAL)","James, LeBron (LAL)","Harden, James (HOU)","Butler, Jimmy (MIA)","Siakam, Pascal (TOR)","Jokic, Nikola (DEN)","Doncic, Luka (DAL)","Lillard, Damian (POR)","George, Paul (LAC)","Tatum, Jayson (BOS)","Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Beal, Bradley (WAS)",2019
Maria Taylor,ESPN,"Antetokounmpo, Giannis (MIL)","Leonard, Kawhi (LAC)","Jokic, Nikola (DEN)","James, LeBron (LAL)","Harden, James (HOU)","Tatum, Jayson (BOS)","Simmons, Ben (PHI)","Embiid, Joel (PHI)","Lillard, Damian (POR)","Doncic, Luka (DAL)","Middleton, Khris (MIL)","Siakam, Pascal (TOR)","Adebayo, Bam (MIA)","Paul, Chris (OKC)","Butler, Jimmy (MIA)",2019
Justin Termine,Sirius Radio,"Antetokounmpo, Giannis (MIL)","James, LeBron (LAL)","Jokic, Nikola (DEN)","Doncic, Luka (DAL)","Paul, Chris (OKC)","Middleton, Khris (MIL)","Davis, Anthony (LAL)","Gobert, Rudy (UTA)","Harden, James (HOU)","Lillard, Damian (POR)","Siakam, Pascal (TOR)","Tatum, Jayson (BOS)","Adebayo, Bam (MIA)","Simmons, Ben (PHI)","Butler, Jimmy (MIA)",2019
Brad Townsend,Dallas Morning News,"Antetokounmpo, Giannis (MIL)","James, LeBron (LAL)","Jokic, Nikola (DEN)","Doncic, Luka (DAL)","Harden, James (HOU)","Leonard, Kawhi (LAC)","Davis, Anthony (LAL)","Gobert, Rudy (UTA)","Lillard, Damian (POR)","Paul, Chris (OKC)","Butler, Jimmy (MIA)","Tatum, Jayson (BOS)","Embiid, Joel (PHI)","Westbrook, Russell (HOU)","Young, Trae (ATL)",2019
Joe Vardon,The Athletic,"Antetokounmpo, Giannis (MIL)","James, LeBron (LAL)","Davis, Anthony (LAL)","Doncic, Luka (DAL)","Harden, James (HOU)","Leonard, Kawhi (LAC)","Tatum, Jayson (BOS)","Jokic, Nikola (DEN)","Westbrook, Russell (HOU)","Lillard, Damian (POR)","Middleton, Khris (MIL)","Siakam, Pascal (TOR)","Gobert, Rudy (UTA)","Beal, Bradley (WAS)","Lowry, Kyle (TOR)",2019
Matt Velazquez,Milwaukee Journal Sentinel,"Antetokounmpo, Giannis (MIL)","James, LeBron (LAL)","Davis, Anthony (LAL)","Harden, James (HOU)","Doncic, Luka (DAL)","Leonard, Kawhi (LAC)","Middleton, Khris (MIL)","Jokic, Nikola (DEN)","Lillard, Damian (POR)","Paul, Chris (OKC)","Siakam, Pascal (TOR)","Tatum, Jayson (BOS)","Embiid, Joel (PHI)","Butler, Jimmy (MIA)","Westbrook, Russell (HOU)",2019
Gary Washburn,Boston Globe,"James, LeBron (LAL)","Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Doncic, Luka (DAL)","Harden, James (HOU)","Leonard, Kawhi (LAC)","Siakam, Pascal (TOR)","Jokic, Nikola (DEN)","Lillard, Damian (POR)","Beal, Bradley (WAS)","Tatum, Jayson (BOS)","Simmons, Ben (PHI)","Gobert, Rudy (UTA)","Young, Trae (ATL)","Westbrook, Russell (HOU)",2019
Michael Wilbon,ESPN,"Antetokounmpo, Giannis (MIL)","James, LeBron (LAL)","Davis, Anthony (LAL)","Harden, James (HOU)","Paul, Chris (OKC)","Leonard, Kawhi (LAC)","Tatum, Jayson (BOS)","Jokic, Nikola (DEN)","Doncic, Luka (DAL)","Simmons, Ben (PHI)","Siakam, Pascal (TOR)","Middleton, Khris (MIL)","Embiid, Joel (PHI)","Beal, Bradley (WAS)","Westbrook, Russell (HOU)",2019
Brian Windhorst,ESPN,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Jokic, Nikola (DEN)","Doncic, Luka (DAL)","James, LeBron (LAL)","Siakam, Pascal (TOR)","Leonard, Kawhi (LAC)","Embiid, Joel (PHI)","Harden, James (HOU)","Lillard, Damian (POR)","Adebayo, Bam (MIA)","Butler, Jimmy (MIA)","Gobert, Rudy (UTA)","Paul, Chris (OKC)","Simmons, Ben (PHI)",2019
Matt Winer,Turner,"Doncic, Luka (DAL)","Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Harden, James (HOU)","James, LeBron (LAL)","Leonard, Kawhi (LAC)","Tatum, Jayson (BOS)","Gobert, Rudy (UTA)","Lillard, Damian (POR)","Paul, Chris (OKC)","Middleton, Khris (MIL)","Siakam, Pascal (TOR)","Jokic, Nikola (DEN)","Simmons, Ben (PHI)","Westbrook, Russell (HOU)",2019
Royce Young,ESPN,"Antetokounmpo, Giannis (MIL)","Leonard, Kawhi (LAC)","Davis, Anthony (LAL)","James, LeBron (LAL)","Harden, James (HOU)","Doncic, Luka (DAL)","Siakam, Pascal (TOR)","Jokic, Nikola (DEN)","Lillard, Damian (POR)","Paul, Chris (OKC)","Tatum, Jayson (BOS)","Butler, Jimmy (MIA)","Embiid, Joel (PHI)","Beal, Bradley (WAS)","Young, Trae (ATL)",2019
Jeff Zillgitt,USA Today,"Antetokounmpo, Giannis (MIL)","Leonard, Kawhi (LAC)","Davis, Anthony (LAL)","James, LeBron (LAL)","Harden, James (HOU)","Tatum, Jayson (BOS)","Siakam, Pascal (TOR)","Jokic, Nikola (DEN)","Doncic, Luka (DAL)","Lillard, Damian (POR)","Butler, Jimmy (MIA)","Middleton, Khris (MIL)","Embiid, Joel (PHI)","Simmons, Ben (PHI)","Paul, Chris (OKC)",2019
